"No.","Time","Source","Destination","Protocol","Length","Info"
"13369","603.158475689","217.146.1.31","192.168.64.11","DoH","261","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"13371","603.159438655","217.146.1.31","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 A 20.33.40.121 A 20.33.17.32 OPT"
"13373","603.159438738","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"13376","603.182838012","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA fonts.gstatic.com OPT"
"13377","603.183157556","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS fonts.gstatic.com OPT"
"13392","603.203970058","217.146.1.31","192.168.64.11","DoH","171","Standard query response 0x0000 AAAA fonts.gstatic.com AAAA 2a00:1450:4003:811::2003 OPT"
"13395","603.204723148","217.146.1.31","192.168.64.11","DoH","168","Standard query response 0x0000 HTTPS fonts.gstatic.com HTTPS OPT"
"13397","603.205225694","217.146.1.31","192.168.64.11","DoH","159","Standard query response 0x0000 A fonts.gstatic.com A 142.250.201.67 OPT"
"13453","616.307007177","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA play.google.com OPT"
"13454","616.307394263","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A play.google.com OPT"
"13455","616.307722599","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS play.google.com OPT"
"13458","616.329226316","217.146.1.31","192.168.64.11","DoH","169","Standard query response 0x0000 AAAA play.google.com AAAA 2a00:1450:4003:800::200e OPT"
"13462","616.329550985","217.146.1.31","192.168.64.11","DoH","260","Standard query response 0x0000 HTTPS play.google.com SOA ns1.google.com OPT"
"13569","620.077280597","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"13570","620.077701351","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.temu.com OPT"
"13578","620.099598446","217.146.1.31","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"13582","620.103571770","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"13584","620.103571812","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"13595","620.186805406","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"13597","620.187225493","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"13598","620.187588329","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"13616","620.203715544","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"13617","620.204234007","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.temu.com OPT"
"13622","620.208115413","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"13627","620.208581417","217.146.1.31","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 A 20.33.40.121 OPT"
"13631","620.208674168","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"13641","620.225021676","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"13645","620.225945517","217.146.1.31","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 172.64.144.50 A 104.18.43.206 OPT"
"13649","620.230362511","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"13666","620.275422003","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"13668","620.275809590","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"13669","620.276139176","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"13677","620.297026513","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"13680","620.298195689","217.146.1.31","192.168.64.11","DoH","276","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 A 20.33.40.121 A 20.33.17.32 OPT"
"13681","620.298195731","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"13697","621.292408915","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"13699","621.292652334","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"13700","621.292910795","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"13706","621.315176684","217.146.1.31","192.168.64.11","DoH","310","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"13709","621.315438811","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"13711","621.315438895","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"13723","621.514581809","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"13724","621.515720319","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"13726","621.516128530","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"13732","621.536160944","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"13739","621.538414879","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"13741","621.538414920","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"13761","623.269649572","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS web.mat.upc.edu OPT"
"13764","623.292588717","217.146.1.31","192.168.64.11","DoH","222","Standard query response 0x0000 HTTPS web.mat.upc.edu CNAME mat-web.upc.edu SOA ns.upc.edu OPT"
"13768","623.294096855","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA web.mat.upc.edu OPT"
"13770","623.294432941","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A web.mat.upc.edu OPT"
"13773","623.314773982","217.146.1.31","192.168.64.11","DoH","222","Standard query response 0x0000 AAAA web.mat.upc.edu CNAME mat-web.upc.edu SOA ns.upc.edu OPT"
"13776","623.315608822","217.146.1.31","192.168.64.11","DoH","179","Standard query response 0x0000 A web.mat.upc.edu CNAME mat-web.upc.edu A 147.83.250.167 OPT"
"13797","623.397385238","192.168.64.11","192.168.64.1","DNS","93","Standard query 0x1a4b A geant.ocsp.sectigo.com OPT"
"13798","623.397532740","192.168.64.11","192.168.64.1","DNS","93","Standard query 0x239f AAAA geant.ocsp.sectigo.com OPT"
"13799","623.398781291","192.168.64.1","192.168.64.11","DNS","189","Standard query response 0x1a4b A geant.ocsp.sectigo.com CNAME ocsp.sectigo.com CNAME ocsp.comodoca.com.cdn.cloudflare.net A 104.18.38.233 A 172.64.149.23 OPT"
"13800","623.398877750","192.168.64.1","192.168.64.11","DNS","213","Standard query response 0x239f AAAA geant.ocsp.sectigo.com CNAME ocsp.sectigo.com CNAME ocsp.comodoca.com.cdn.cloudflare.net AAAA 2606:4700:4400::6812:26e9 AAAA 2606:4700:4400::ac40:9517 OPT"
"13867","623.619698801","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.amazon.es OPT"
"13869","623.620305264","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A www.amazon.es OPT"
"13871","623.620837852","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS www.amazon.es OPT"
"13873","623.621160896","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA temuaffiliateprogram.pxf.io OPT"
"13875","623.621744609","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A temuaffiliateprogram.pxf.io OPT"
"13880","623.641817398","217.146.1.31","192.168.64.11","DoH","442","Standard query response 0x0000 AAAA www.amazon.es CNAME tp.1fe6d5bb2-frontier.amazon.es CNAME d12yd29zdqmfwy.cloudfront.net AAAA 2600:9000:237f:0:15:da86:494:7521 AAAA 2600:9000:237f:200:15:da86:494:7521 AAAA 2600:9000:237f:3c00:15:da86:494:7521 AAAA 2600:9000:237f:9000:15:da86:494:7521 AAAA 2600:9000:237f:5200:15:da86:494:7521 AAAA 2600:9000:237f:3800:15:da86:494:7521 AAAA 2600:9000:237f:7400:15:da86:494:7521 AAAA 2600:9000:237f:2000:15:da86:494:7521 OPT"
"13883","623.641857440","192.168.64.11","217.146.1.31","HTTP2","1506","HEADERS[557]: POST /"
"13884","623.641860898","192.168.64.11","217.146.1.31","DoH","1506","Standard query 0x0000 HTTPS web.mat.upc.edu OPT, HEADERS[571]: POST /"
"13885","623.642465736","192.168.64.11","217.146.1.31","DoH","514","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPTStandard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"13887","623.645217467","217.146.1.31","192.168.64.11","DoH","234","Standard query response 0x0000 A www.amazon.es CNAME tp.1fe6d5bb2-frontier.amazon.es CNAME d12yd29zdqmfwy.cloudfront.net A 18.154.23.206 OPT"
"13889","623.645217509","217.146.1.31","192.168.64.11","DoH","305","Standard query response 0x0000 HTTPS www.amazon.es CNAME tp.1fe6d5bb2-frontier.amazon.es CNAME d12yd29zdqmfwy.cloudfront.net SOA ns-1926.awsdns-48.co.uk OPT"
"13892","623.645217592","217.146.1.31","192.168.64.11","DoH","237","Standard query response 0x0000 AAAA temuaffiliateprogram.pxf.io SOA ns-904.awsdns-49.net OPT"
"13894","623.645252634","217.146.1.31","192.168.64.11","DoH","169","Standard query response 0x0000 A temuaffiliateprogram.pxf.io A 35.201.76.231 OPT"
"13900","623.665099212","217.146.1.31","192.168.64.11","DoH","1155","Standard query response 0x0000 A web.mat.upc.edu CNAME mat-web.upc.edu A 147.83.250.167 OPT"
"13901","623.665099337","217.146.1.31","192.168.64.11","DoH","222","Standard query response 0x0000 HTTPS web.mat.upc.edu CNAME mat-web.upc.edu SOA ns.upc.edu OPT"
"13902","623.665099379","217.146.1.31","192.168.64.11","DoH","161","Standard query response 0x0000 A consent.youtube.com A 142.250.201.78 OPT"
"13905","623.667489023","217.146.1.31","192.168.64.11","DoH","1336","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"13909","623.685301960","217.146.1.31","192.168.64.11","DoH","202","Standard query response 0x0000 HTTPS consent.youtube.com SOA ns1.google.com OPT"
"14067","659.868413875","192.168.64.11","192.168.64.1","DNS","95","Standard query 0x8905 A detectportal.firefox.com OPT"
"14069","659.868460542","192.168.64.11","192.168.64.1","DNS","95","Standard query 0x3f48 AAAA detectportal.firefox.com OPT"
"14070","659.876316231","192.168.64.1","192.168.64.11","DNS","206","Standard query response 0x8905 A detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME prod.detectportal.prod.cloudops.mozgcp.net A 34.107.221.82 OPT"
"14071","659.876316689","192.168.64.1","192.168.64.11","DNS","218","Standard query response 0x3f48 AAAA detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME prod.detectportal.prod.cloudops.mozgcp.net AAAA 2600:1901:0:38d7:: OPT"
"14098","659.890227470","192.168.64.11","192.168.64.1","DNS","84","Standard query 0x00e5 AAAA ipv4only.arpa OPT"
"14100","659.891600815","192.168.64.1","192.168.64.11","DNS","141","Standard query response 0x00e5 AAAA ipv4only.arpa SOA sns.dns.icann.org OPT"
"14101","659.892318237","192.168.64.11","192.168.64.1","DNS","84","Standard query 0xfd56 AAAA ipv4only.arpa OPT"
"14102","659.892848200","192.168.64.1","192.168.64.11","DNS","141","Standard query response 0xfd56 AAAA ipv4only.arpa SOA sns.dns.icann.org OPT"
"14127","661.739446864","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA safebrowsing.googleapis.com OPT"
"14128","661.739762450","192.168.64.11","192.168.64.1","DNS","93","Standard query 0x1f5f A firefox.dns.nextdns.io OPT"
"14129","661.739787116","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 A safebrowsing.googleapis.com OPT"
"14130","661.739829492","192.168.64.11","192.168.64.1","DNS","93","Standard query 0xf85f AAAA firefox.dns.nextdns.io OPT"
