"No.","Time","Source","Destination","Protocol","Length","Info"
"8556","543.466834594","194.156.155.239","192.168.64.11","DoH","191","Standard query response 0x0000 HTTPS play.google.com SOA ns1.google.com OPT"
"8561","543.476699798","194.156.155.239","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2a00:1450:4003:811::200e AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e OPT"
"8564","543.477487221","194.156.155.239","192.168.64.11","DoH","383","Standard query response 0x0000 A www.youtube.com CNAME youtube-ui.l.google.com A 142.250.200.142 A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 OPT"
"8567","543.477743557","194.156.155.239","192.168.64.11","DoH","190","Standard query response 0x0000 HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS OPT"
"8573","543.479110401","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA youtube-ui.l.google.com OPT"
"8575","543.479519904","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A youtube-ui.l.google.com OPT"
"8578","543.496375749","194.156.155.239","192.168.64.11","DoH","261","Standard query response 0x0000 AAAA youtube-ui.l.google.com AAAA 2a00:1450:4003:811::200e AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e OPT"
"8581","543.496664709","194.156.155.239","192.168.64.11","DoH","357","Standard query response 0x0000 A youtube-ui.l.google.com A 142.250.200.142 A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 OPT"
"8601","544.231229922","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA www.youtube.com OPT"
"8603","544.231852761","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A www.youtube.com OPT"
"8604","544.232125305","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS www.youtube.com OPT"
"8607","544.248940898","194.156.155.239","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2a00:1450:4003:811::200e AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e OPT"
"8609","544.248940940","194.156.155.239","192.168.64.11","DoH","190","Standard query response 0x0000 HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS OPT"
"8612","544.249280526","194.156.155.239","192.168.64.11","DoH","383","Standard query response 0x0000 A www.youtube.com CNAME youtube-ui.l.google.com A 142.250.200.142 A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 OPT"
"8616","544.251724379","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA youtube-ui.l.google.com OPT"
"8617","544.251867255","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A youtube-ui.l.google.com OPT"
"8620","544.269635607","194.156.155.239","192.168.64.11","DoH","357","Standard query response 0x0000 A youtube-ui.l.google.com A 142.250.200.142 A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 OPT"
"8621","544.269635649","194.156.155.239","192.168.64.11","DoH","261","Standard query response 0x0000 AAAA youtube-ui.l.google.com AAAA 2a00:1450:4003:811::200e AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e OPT"
"8637","544.448151421","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA play.google.com OPT"
"8639","544.448427590","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A play.google.com OPT"
"8641","544.448617842","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS play.google.com OPT"
"8646","544.464972807","194.156.155.239","192.168.64.11","DoH","169","Standard query response 0x0000 AAAA play.google.com AAAA 2a00:1450:4003:801::200e OPT"
"8650","544.465267559","194.156.155.239","192.168.64.11","DoH","157","Standard query response 0x0000 A play.google.com A 216.58.209.78 OPT"
"8653","544.465806355","194.156.155.239","192.168.64.11","DoH","191","Standard query response 0x0000 HTTPS play.google.com SOA ns1.google.com OPT"
"8665","544.619693513","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"8666","544.620198975","192.168.64.11","194.156.155.239","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"8673","544.637109986","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"8676","544.637720450","194.156.155.239","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.93.45.131 A 20.82.200.37 A 20.33.40.121 A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 OPT"
"8679","544.638305621","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"8687","545.042058293","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8689","545.042344462","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8690","545.042497463","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8694","545.062390582","194.156.155.239","192.168.64.11","DoH","217","Standard query response 0x0000 AAAA rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com AAAA 2607:f8b0:4000:43::8 OPT"
"8695","545.062390623","194.156.155.239","192.168.64.11","DoH","205","Standard query response 0x0000 A rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com A 173.194.191.136 OPT"
"8696","545.062390623","194.156.155.239","192.168.64.11","DoH","211","Standard query response 0x0000 HTTPS rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com HTTPS OPT"
"8699","545.064816976","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA rr3.sn-q4fl6ns7.googlevideo.com OPT"
"8700","545.065069520","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A rr3.sn-q4fl6ns7.googlevideo.com OPT"
"8703","545.081620320","194.156.155.239","192.168.64.11","DoH","185","Standard query response 0x0000 AAAA rr3.sn-q4fl6ns7.googlevideo.com AAAA 2607:f8b0:4000:43::8 OPT"
"8706","545.082154158","194.156.155.239","192.168.64.11","DoH","173","Standard query response 0x0000 A rr3.sn-q4fl6ns7.googlevideo.com A 173.194.191.136 OPT"
"8719","545.130324588","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA www.youtube.com OPT"
"8721","545.131098219","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A www.youtube.com OPT"
"8723","545.131451764","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS www.youtube.com OPT"
"8737","545.147543518","194.156.155.239","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e AAAA 2a00:1450:4003:811::200e OPT"
"8739","545.147929980","194.156.155.239","192.168.64.11","DoH","383","Standard query response 0x0000 A www.youtube.com CNAME youtube-ui.l.google.com A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 A 142.250.200.142 OPT"
"8741","545.147930021","194.156.155.239","192.168.64.11","DoH","190","Standard query response 0x0000 HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS OPT"
"8750","545.150179915","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA youtube-ui.l.google.com OPT"
"8752","545.150634502","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A youtube-ui.l.google.com OPT"
"8755","545.167095093","194.156.155.239","192.168.64.11","DoH","277","Standard query response 0x0000 AAAA youtube-ui.l.google.com AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e AAAA 2a00:1450:4003:811::200e OPT"
"8757","545.167524638","194.156.155.239","192.168.64.11","DoH","357","Standard query response 0x0000 A youtube-ui.l.google.com A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 A 142.250.200.142 OPT"
"8798","545.475947625","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8800","545.476262044","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8801","545.476493796","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8804","545.493593975","194.156.155.239","192.168.64.11","DoH","217","Standard query response 0x0000 AAAA rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com AAAA 2607:f8b0:4000:43::8 OPT"
"8810","545.493936145","194.156.155.239","192.168.64.11","DoH","205","Standard query response 0x0000 A rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com A 173.194.191.136 OPT"
"8812","545.493936395","194.156.155.239","192.168.64.11","DoH","211","Standard query response 0x0000 HTTPS rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com HTTPS OPT"
"8817","545.496917335","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA rr3.sn-q4fl6ns7.googlevideo.com OPT"
"8818","545.497171212","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A rr3.sn-q4fl6ns7.googlevideo.com OPT"
"8825","545.514926397","194.156.155.239","192.168.64.11","DoH","185","Standard query response 0x0000 AAAA rr3.sn-q4fl6ns7.googlevideo.com AAAA 2607:f8b0:4000:43::8 OPT"
"8827","545.515238316","194.156.155.239","192.168.64.11","DoH","173","Standard query response 0x0000 A rr3.sn-q4fl6ns7.googlevideo.com A 173.194.191.136 OPT"
"8924","545.914878706","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8926","545.916409010","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8928","545.919641411","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS rr3---sn-q4fl6ns7.googlevideo.com OPT"
"8931","545.934295612","194.156.155.239","192.168.64.11","DoH","217","Standard query response 0x0000 AAAA rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com AAAA 2607:f8b0:4000:43::8 OPT"
"8933","545.934295654","194.156.155.239","192.168.64.11","DoH","205","Standard query response 0x0000 A rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com A 173.194.191.136 OPT"
"8937","545.936593714","194.156.155.239","192.168.64.11","DoH","211","Standard query response 0x0000 HTTPS rr3---sn-q4fl6ns7.googlevideo.com CNAME rr3.sn-q4fl6ns7.googlevideo.com HTTPS OPT"
"8940","545.938593230","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA rr3.sn-q4fl6ns7.googlevideo.com OPT"
"8941","545.938740315","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A rr3.sn-q4fl6ns7.googlevideo.com OPT"
"8946","545.955498950","194.156.155.239","192.168.64.11","DoH","185","Standard query response 0x0000 AAAA rr3.sn-q4fl6ns7.googlevideo.com AAAA 2607:f8b0:4000:43::8 OPT"
"8949","545.955588159","194.156.155.239","192.168.64.11","DoH","173","Standard query response 0x0000 A rr3.sn-q4fl6ns7.googlevideo.com A 173.194.191.136 OPT"
"8991","546.632984163","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"8993","546.633420583","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"8994","546.633967588","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"9008","546.650312386","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"9011","546.650784099","194.156.155.239","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.40.121 A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 OPT"
"9013","546.650784140","194.156.155.239","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"9031","548.129175981","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA www.youtube.com OPT"
"9033","548.129448691","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A www.youtube.com OPT"
"9034","548.129634735","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 HTTPS www.youtube.com OPT"
"9038","548.147904090","194.156.155.239","192.168.64.11","DoH","383","Standard query response 0x0000 A www.youtube.com CNAME youtube-ui.l.google.com A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 A 142.250.200.142 A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 OPT"
"9040","548.147904132","194.156.155.239","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2a00:1450:4003:811::200e AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e OPT"
"9042","548.147904174","194.156.155.239","192.168.64.11","DoH","190","Standard query response 0x0000 HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS OPT"
"9052","548.160235148","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA youtube-ui.l.google.com OPT"
"9053","548.160525817","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A youtube-ui.l.google.com OPT"
"9063","548.176902199","194.156.155.239","192.168.64.11","DoH","261","Standard query response 0x0000 AAAA youtube-ui.l.google.com AAAA 2a00:1450:4003:811::200e AAAA 2a00:1450:4003:800::200e AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:80d::200e OPT"
"9066","548.177284702","194.156.155.239","192.168.64.11","DoH","357","Standard query response 0x0000 A youtube-ui.l.google.com A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 A 142.250.200.142 A 172.217.17.14 A 172.217.168.174 A 216.58.209.78 OPT"
"9095","554.303499142","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA jnn-pa.googleapis.com OPT"
"9096","554.303734644","192.168.64.11","194.156.155.239","DoH","274","Standard query 0x0000 A jnn-pa.googleapis.com OPT"
"9098","554.304169148","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS jnn-pa.googleapis.com OPT"
"9100","554.308192347","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA static.doubleclick.net OPT"
"9102","554.310696742","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 A static.doubleclick.net OPT"
"9107","554.320561322","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 HTTPS static.doubleclick.net OPT"
"9109","554.321318161","194.156.155.239","192.168.64.11","DoH","259","Standard query response 0x0000 AAAA jnn-pa.googleapis.com AAAA 2a00:1450:4003:80c::200a AAAA 2a00:1450:4003:80d::200a AAAA 2a00:1450:4003:811::200a AAAA 2a00:1450:4003:800::200a OPT"
"9111","554.321318203","194.156.155.239","192.168.64.11","DoH","323","Standard query response 0x0000 A jnn-pa.googleapis.com A 142.250.185.10 A 142.250.200.106 A 142.250.200.138 A 172.217.17.10 A 172.217.168.170 A 216.58.209.74 A 142.250.184.170 A 142.250.200.74 A 142.250.201.74 A 216.58.215.170 A 142.250.184.10 OPT"
"9114","554.322002750","194.156.155.239","192.168.64.11","DoH","204","Standard query response 0x0000 HTTPS jnn-pa.googleapis.com SOA ns1.google.com OPT"
"9118","554.327437502","194.156.155.239","192.168.64.11","DoH","176","Standard query response 0x0000 AAAA static.doubleclick.net AAAA 2a00:1450:4003:800::2006 OPT"
"9121","554.328971265","194.156.155.239","192.168.64.11","DoH","164","Standard query response 0x0000 A static.doubleclick.net A 216.58.215.134 OPT"
"9124","554.338868511","194.156.155.239","192.168.64.11","DoH","244","Standard query response 0x0000 HTTPS static.doubleclick.net SOA ns1.google.com OPT"
"9167","554.428907197","192.168.64.11","194.156.155.239","DoH","225","Standard query 0x0000 AAAA jnn-pa.googleapis.com OPT"
"9168","554.429748537","192.168.64.11","194.156.155.239","DoH","482","Standard query 0x0000 HTTPS jnn-pa.googleapis.com OPT"
"9174","554.447666181","194.156.155.239","192.168.64.11","DoH","259","Standard query response 0x0000 AAAA jnn-pa.googleapis.com AAAA 2a00:1450:4003:80c::200a AAAA 2a00:1450:4003:80d::200a AAAA 2a00:1450:4003:811::200a AAAA 2a00:1450:4003:800::200a OPT"
"9176","554.447666431","194.156.155.239","192.168.64.11","DoH","204","Standard query response 0x0000 HTTPS jnn-pa.googleapis.com SOA ns1.google.com OPT"
"9177","554.447666431","194.156.155.239","192.168.64.11","DoH","359","Standard query response 0x0000 A jnn-pa.googleapis.com A 142.250.185.10 A 142.250.200.106 A 142.250.200.138 A 172.217.17.10 A 172.217.168.170 A 216.58.209.74 A 142.250.184.170 A 142.250.200.74 A 142.250.201.74 A 216.58.215.170 A 142.250.184.10 OPT"
